testcenter_id	typ_l	mean	p90	suspicious_des
31	Private test center	146.201680672269	347.757593984963	0
32	Private test center	272.059405940594	347.757593984963	0
33	Doctor's or dentist's office	33.7826086956522	23.0205882352941	1
34	Private test center	70.4291666666667	347.757593984963	0
35	Private test center	137.401146131805	347.757593984963	0
36	Private test center	98.0769230769231	347.757593984963	0
37	Private test center	536.290748898678	347.757593984963	1
38	Private test center	190.870192307692	347.757593984963	0
39	Private test center	101.105263157895	347.757593984963	0
40	Doctor's or dentist's office	2	23.0205882352941	0
41	Doctor's or dentist's office	5.64705882352941	23.0205882352941	0
42	Doctor's or dentist's office	2.51282051282051	23.0205882352941	0
43	Doctor's or dentist's office	13.4090909090909	23.0205882352941	0
44	Private test center	123.826923076923	347.757593984963	0
45	Private test center	66.4477611940299	347.757593984963	0
46	Doctor's or dentist's office	2.13636363636364	23.0205882352941	0
47	Doctor's or dentist's office	2.43478260869565	23.0205882352941	0
48	Private test center	188.888888888889	347.757593984963	0
49	Doctor's or dentist's office	75.7039711191336	23.0205882352941	1
50	Doctor's or dentist's office	1.96363636363636	23.0205882352941	0
51	Doctor's or dentist's office	1.5	23.0205882352941	0
52	Private test center	338.789855072464	347.757593984963	0
53	Private test center	327.308641975309	347.757593984963	0
54	Private test center	475.621026894866	347.757593984963	1
55	Private test center	44.3	347.757593984963	0
56	Private test center	90.5555555555556	347.757593984963	0
57	Doctor's or dentist's office	69.3481481481482	23.0205882352941	1
58	Doctor's or dentist's office	2.13333333333333	23.0205882352941	0
59	Doctor's or dentist's office	5.33333333333333	23.0205882352941	0
60	Private test center	136.113989637306	347.757593984963	0
